project_id,skill_name,skill_uri
279,Audience Behavior Tracking,taxonomy:b88ad408-e1bf-4c56-aad1-9c987c11062c
2079,Google Cloud BigQuery,taxonomy:45dada0f-51d8-4c53-a868-0d3af56ac571
2079,Google Cloud Looker,taxonomy:ef2b925a-68cc-4195-ad99-654c4417a280
2079,Data Visualization,taxonomy:a1721587-9a5c-4da0-8f56-42cfe2209997
2079,Business Intelligence,taxonomy:3182ea40-cf82-4916-9d56-6002c6f9054d
2079,Advanced SQL,taxonomy:c29d146a-c20f-4954-ab4a-770d3f77d5b9
2079,Data Analysis Process,taxonomy:d016d8f9-4f43-4bb9-a4c2-ad967c2fe414
2079,Big Data Processing,taxonomy:20b1d95c-ea0d-4781-ac45-ad0ad81378a1
108,Deep Learning,taxonomy:f4834521-b707-466a-b837-a2c04ac0018c
108,Neural Networks,taxonomy:2a0d08d5-cf5a-4281-ad3e-f5ae4aa4fbc4
108,Machine Learning Pipeline Creation,taxonomy:ca178166-cc23-445b-9ed5-91dddc5f2a44
108,Model Deployment,taxonomy:08acf327-12ea-4627-84d6-67028564667f
108,Model Performance Metrics,taxonomy:affa4f03-8600-4f39-85d1-2c9731e6b2b4
108,Machine Learning Experiments,taxonomy:d393c748-231a-44a9-85b2-6655a0629315
108,Machine Learning Lifecycle,taxonomy:56c00bf2-0d78-4566-a7f2-01b1d444d5a4
795,Data Storytelling,taxonomy:cc8ba3b6-c5f7-451b-82d5-6356cf12f158
795,Data Visualization,taxonomy:a1721587-9a5c-4da0-8f56-42cfe2209997
795,Explanatory Data Visualization,taxonomy:96f8a41b-8b08-4e9b-8389-5eee0a5e269d
795,Technical Communication,taxonomy:eca4f2e3-6968-41a1-aa83-4d75ba02e39a
795,Report Writing,taxonomy:bb4df529-491b-4627-a06c-ed5ca471e490
795,Actionable Insight Generation,taxonomy:71c19674-32c6-45b6-aa81-7fd371872c90
151,HTML,taxonomy:68fd6376-977b-4779-a808-a32772b5a7f7
151,CSS,taxonomy:5bfd16ee-b475-46cd-a7c6-db7a6ee8ef4c
151,Front-End Development Basics,taxonomy:28017801-09e2-4b8d-beda-1731d1779792
151,Responsive App Design,taxonomy:9a024220-a4d7-4252-b9f2-a1b9c0f4a350
151,Visual Design Principles,taxonomy:51b01f91-35b3-4a5e-9577-2bee8d2fee7f
1884,Search Engine Optimization,taxonomy:ce0d0274-694c-4278-91f5-4564119ebc9c
1884,SEO Audits,taxonomy:f557771e-f38c-481d-888d-ee6d150ff6a6
1884,Keyword Research,taxonomy:f987af09-d207-40ae-a49c-2f47d17fd674
1884,Link Building,taxonomy:fd7dc66b-65b2-4c86-b901-264d1660a1f5
1884,Web Analytics,taxonomy:0263637a-9275-4550-a9af-101e5ad4edf6
1884,Google Analytics Proficiency,taxonomy:aaca06df-97a1-4df4-a419-962e433666de
1884,Content Marketing,taxonomy:2b6fa80f-5913-44bf-8fa0-c6beb364340f
1881,Conversational AI,taxonomy:e0c00ea4-3572-4cf6-80d3-383c5b2630ab
1881,Recurrent Neural Networks,taxonomy:f9b16601-2200-4f29-9c4a-e286cbd31960
1881,Long-Short Term Memory Networks,taxonomy:38ca9aa1-6416-435e-bece-d6874550f49b
1881,Training Neural Networks,taxonomy:b0302509-7bc0-4b51-b47a-fbd3bc3a320f
1881,Intent Recognition,taxonomy:3b864a37-0f4f-4cf0-84cf-455cf1ea468a
1881,Text Pre-Processing,taxonomy:95f886b3-08eb-46fd-8e06-bd68902fe3e1
1881,NLP Pipelines,taxonomy:5eee9597-5730-40eb-9b20-707e9de447af
469,Automated Path Planning,taxonomy:979f4f4b-6145-4234-aef3-d0598f759016
469,Computer Vision Fluency,taxonomy:fb66d99c-be94-4f66-8538-e6089bb46738
469,Voice User Interfaces,taxonomy:1ae34642-f1d7-4339-8430-38f0d65104bc
469,Object Detection,taxonomy:5a573399-6ecd-4d51-af82-93d97ac2c9e0
469,Robot Motion Planning,taxonomy:998805d6-d914-48ef-a354-b5218802b94c
469,Robot Navigation,taxonomy:feaaa3ff-9335-476c-8eeb-1dd8a96fcae2
469,Robot Operating System,taxonomy:8cc9199d-5aba-4fc6-9a81-5204edc42847
2095,AI Business Context,taxonomy:4fe5fbfa-b6e5-4601-9e04-633cf1ea3fe3
2095,Machine Learning Strategy and Portfolio Planning,taxonomy:2ab594fd-b482-4ac0-9117-814ef3e748f7
2095,Strategic Thinking,taxonomy:c2e087f7-c022-429f-9279-31b56c6701e2
2095,AI Fluency,taxonomy:ee575f3b-7b44-40b4-94ac-71c72e8b5ea2
2095,Accelerating AI Adoption,taxonomy:82f09d7d-32af-412f-8982-e0a1bb44fabf
2095,Building AI Teams,taxonomy:7d001a7a-e39e-4878-bd5a-722918af2d1c
2095,Stakeholder Engagement,taxonomy:0bd92694-4854-4193-ad15-cf74403c05e9
2039,Predictive Analytics,taxonomy:bd647c21-2742-41f2-a30a-296cfc69b20b
2039,Data Visualization,taxonomy:a1721587-9a5c-4da0-8f56-42cfe2209997
2039,Exploratory Data Analysis,taxonomy:72155ac5-3dab-4df6-9120-ca634748a68c
2039,Machine Learning Model Implementation,taxonomy:4e7616e9-fd25-463b-8c0c-77c32cff9732
2039,Data Quality Assessment,taxonomy:d2f74e13-f7f5-469c-9961-a1d64c83dae1
2039,Automated Machine Learning,taxonomy:573b7eb7-da08-4d8f-8a01-35b096eeb4f6
2039,Project Analytics,taxonomy:3380a49e-e270-4a36-9e39-8d6695db04a3
514,Advanced Displays in Google Analytics,taxonomy:40c70164-76e9-4894-b43c-3a9bf3109690
514,Segmentation in Google Analytics,taxonomy:1eab0a7e-ca25-4099-b00c-370924173597
514,Filtering in Google Analytics,taxonomy:6b37a593-5ab6-40b3-9b0f-bba1656762c9
514,Web Analytics,taxonomy:0263637a-9275-4550-a9af-101e5ad4edf6
514,Marketing Analytics,taxonomy:1ef185b4-6d58-4205-a8a9-f9b8117b4de0
467,Feature Detection,taxonomy:fe5cec05-5eeb-40d4-886d-a49a6fbe9a73
467,Convolutional Neural Networks,taxonomy:3a5361e5-405d-48eb-a76b-1222ce4b1501
467,Face Landmarks and Attributes,taxonomy:22ff9db9-4c44-4a37-8599-1cb3ffa574d1
467,Deep Learning,taxonomy:f4834521-b707-466a-b837-a2c04ac0018c
467,Image Pre-Processing,taxonomy:3d2a4a60-57c7-43de-88c7-66c0a567fc74
467,Face Detection,taxonomy:bc25decd-5186-4977-8359-8ca323545ace
467,Computer Vision Proficiency,taxonomy:312abaca-2a8a-47de-a202-ea42ddc6ebe7
741,CI/CD,taxonomy:e5506418-a6d7-4e14-b181-8a77b5c43306
741,Continuous Integration,taxonomy:e5506418-a6d7-4e14-b181-8a77b5c43306
741,Continuous Deployment,taxonomy:e5506418-a6d7-4e14-b181-8a77b5c43306
741,Build Automation,taxonomy:7c68bba3-5c44-489f-a643-5d0693385e18
741,Deployment Automation,taxonomy:9da7cd05-f074-4f55-8fdc-3a731a2b0c3b
741,Cloud Pipeline Automation,taxonomy:e4016dfa-e267-47ff-beee-8b87396b1a40
741,Infrastructure as Code,taxonomy:5f75b460-378f-46d1-8c57-298971a3e155
1918,Web Development,taxonomy:613860ab-e523-43c1-a440-f2ec9a463b6d
1918,Back-End Development,taxonomy:94fc7de2-1935-4d30-8dcf-2ca1b2b462ad
1918,Model-View-Controller,taxonomy:dc753997-c7fe-4109-9958-4b215cc9fb7b
1918,HTML,taxonomy:68fd6376-977b-4779-a808-a32772b5a7f7
1918,CSS,taxonomy:5bfd16ee-b475-46cd-a7c6-db7a6ee8ef4c
1918,Responsive Web Design,taxonomy:72f65330-771d-4846-8ca1-de2065b637a5
1918,Bootstrap,taxonomy:4c25fae8-7418-4d10-9f67-d338e978d51f
481,SLAM,taxonomy:02771c20-72e5-4cba-b81c-3f8e47f41b14
481,FastSLAM,taxonomy:02771c20-72e5-4cba-b81c-3f8e47f41b14
481,GraphSLAM,taxonomy:ed524929-a708-488a-8a07-d5e3febe0308
481,Environment Mapping,taxonomy:75ae5f58-493e-473e-9393-a85e5610fbe1
481,Point Cloud Data,taxonomy:f05d82e9-85dd-4d24-8a23-725a4bdbe251
481,Extended Kalman Filters,taxonomy:b7c384fa-83dc-43b2-ac18-f7ba688625fd
481,Non-Linear Motion Tracking,taxonomy:c04d5372-6be1-4bd2-b80c-cae16683e5d4
2076,AI-driven Application Development,taxonomy:553e8194-8bbe-4819-8559-ac5084339548
2076,Generative AI Fluency,taxonomy:3ad3115d-d485-4476-b588-ec662094208b
2076,Product Roadmaps,taxonomy:d2a8ff67-b649-4f3c-a39d-daff01daf41b
2076,Digital Video Editing,taxonomy:0b7719af-ae9a-405d-8195-e9e7f269127c
2076,AI Fluency,taxonomy:ee575f3b-7b44-40b4-94ac-71c72e8b5ea2
2076,Application Visual Design,taxonomy:0d01e305-3f74-42c4-98ee-6c356b0592ad
734,Building Agile Teams,taxonomy:583776c2-bd10-4417-9b93-6b2f47a9243f
734,Product Launch,taxonomy:66aa6878-3788-44af-ae5c-d4073002bd33
734,Cross-Functional Collaboration,taxonomy:ee855164-9194-4b2a-ab79-0d020ab2efec
734,Agile Methodologies,taxonomy:8d328d76-a018-4c02-9c82-8b6cc5a101af
734,Mobile App Testing,taxonomy:b4e4daf7-05bf-4a55-8342-71571e532e87
734,Project Management,taxonomy:d56806ee-27f1-4124-9337-c982733d816f
734,Stakeholder Engagement,taxonomy:0bd92694-4854-4193-ad15-cf74403c05e9
828,Cost-Benefit Analysis,taxonomy:3ac35913-2c8e-4755-81ee-f07aa28a8804
828,Project Cost Estimation,taxonomy:4e0e3760-e57d-4ee1-b51c-f327d440217c
828,Cloud Cost Management,taxonomy:957df7ff-ad07-4cd1-89e2-465908af7af0
828,Automated Cloud Cost Optimization,taxonomy:13cf6bdf-b91c-4919-8fa2-9491d1be09ea
828,Cloud Cost Evaluation,taxonomy:a2d15cfc-94e8-4f5b-a78b-ef875274e2da
828,Financial Analysis with AI,taxonomy:7b7238ad-2a95-468b-9af7-4c8f48f16faf
828,Efficiency Metrics,taxonomy:bce978f0-ef0a-4bd3-8df2-b1c4106dca1b
610,AI Business Context,taxonomy:4fe5fbfa-b6e5-4601-9e04-633cf1ea3fe3
610,Product Proposals,taxonomy:401f6760-4e91-45af-903f-e7f73a374f29
610,Product Strategy,taxonomy:dfd565b7-2c5b-4bcb-acf0-901754c3bff1
610,Value Proposition,taxonomy:34a397cc-f396-42d9-85aa-1bf4f691cc5d
610,Market Research,taxonomy:f9ea5e95-bf3d-45a3-b020-decdc3db1526
610,Strategic Thinking,taxonomy:c2e087f7-c022-429f-9279-31b56c6701e2
610,AI Fluency,taxonomy:ee575f3b-7b44-40b4-94ac-71c72e8b5ea2
624,Web Development,taxonomy:613860ab-e523-43c1-a440-f2ec9a463b6d
624,Conversion Rate Optimization,taxonomy:949d8a1f-b81d-4733-bd7e-7c0a48771a93
624,Digital Marketing Strategy,taxonomy:8cf62f09-3881-4450-88cf-b36d8bb422bc
624,Product Launch,taxonomy:66aa6878-3788-44af-ae5c-d4073002bd33
624,Google Analytics Ecommerce Reports,taxonomy:e10b94d8-121c-4b79-9f37-6d734ba06c4f
624,Responsive Web Design,taxonomy:72f65330-771d-4846-8ca1-de2065b637a5
651,Autonomous Vehicle Fluency,taxonomy:553615d2-a536-41d4-beb4-6ee363ff31d1
651,Market Research,taxonomy:f9ea5e95-bf3d-45a3-b020-decdc3db1526
651,Business Model Canvasses,taxonomy:ae152080-e3ec-4cd2-8e3c-cdfacb83dd80
651,Strategic Thinking,taxonomy:c2e087f7-c022-429f-9279-31b56c6701e2
651,Project Management,taxonomy:d56806ee-27f1-4124-9337-c982733d816f
651,Stakeholder Management,taxonomy:29abb81a-ddab-40f4-9458-fa55bc5bdf82
651,Technical Feasibility Evaluation,taxonomy:9c0a976f-e5cc-45a1-b259-3ddbc07bbb59
484,Financial Portfolio Optimization,taxonomy:b2473f63-568b-4a95-98f4-e6f0d99adeed
484,Factor Investing,taxonomy:a2cf46df-15e4-43be-b586-19cafb888b6f
484,Financial Portfolio Theory,taxonomy:31c8d131-2845-41d8-a55b-a1c01ac169b3
484,Backtesting,taxonomy:b77ad51a-4a20-47d5-b042-14137401b4b9
484,Algorithmic Trading,taxonomy:b8241dae-30cb-4367-883c-975cb8901b19
484,Mathematical Optimization,taxonomy:f45e5f7a-e904-47cb-a67c-71042e361924
484,Finance and Technology,taxonomy:5ad8b365-d425-4497-b215-28e2611a24ba
770,Business Intelligence,taxonomy:3182ea40-cf82-4916-9d56-6002c6f9054d
770,Business Metrics,taxonomy:518ef557-f172-40f7-9eb2-ec9eaa9dc327
770,Data Visualization,taxonomy:a1721587-9a5c-4da0-8f56-42cfe2209997
770,Quantitative Data Visualization,taxonomy:d8729113-91a8-4e9e-9796-742f111717fa
770,Google Analytics Dashboards,taxonomy:d458d57e-7b7d-4022-9f70-e952150e9688
770,Tableau Dashboard Creation,taxonomy:ace3a8f1-4a1f-40d9-98e4-eae4a34793c0
770,Power BI Report Design,taxonomy:05d98c23-5985-4d9f-9c28-292be330a419
650,Value Proposition,taxonomy:34a397cc-f396-42d9-85aa-1bf4f691cc5d
650,Storytelling,taxonomy:cc8ba3b6-c5f7-451b-82d5-6356cf12f158
650,Product Strategy,taxonomy:dfd565b7-2c5b-4bcb-acf0-901754c3bff1
650,Elevator Pitches,taxonomy:4287cae4-0c21-4bca-bcc8-760d3171a5c4
650,Professional Presentations,taxonomy:a46fff1a-0371-4054-8c9c-8d43e20f58b3
650,Strategic Thinking,taxonomy:c2e087f7-c022-429f-9279-31b56c6701e2
611,Machine Learning Lifecycle,taxonomy:56c00bf2-0d78-4566-a7f2-01b1d444d5a4
611,Model Deployment,taxonomy:08acf327-12ea-4627-84d6-67028564667f
611,API Development,taxonomy:6d54442c-f369-478e-9acc-f9f7e9d57181
611,Microservices,taxonomy:425f024c-5e8e-4675-8675-087f3120054e
611,Containerization Proficiency,taxonomy:3186bdcd-550f-41ca-9185-512b1f694a4f
611,CI/CD,taxonomy:e5506418-a6d7-4e14-b181-8a77b5c43306
611,DevOps Fluency,taxonomy:01f0a4b5-16d8-484c-a8e9-29dd6e6c95cb
228,Price Behavior,taxonomy:67878de7-6269-48a6-8ef2-9b4cb4969c3e
228,Basic Statistical Modeling,taxonomy:3395ab22-e000-4161-87e0-28320910458f
228,Statistical Regression,taxonomy:b29ee809-1df6-4ce1-aacd-4506b3de1343
228,Linear Regression,taxonomy:0578c6ec-c75a-48cd-906a-16f4694a232f
228,Data Relationships,taxonomy:417578bc-25b9-4efc-a9c1-06a2ee92a023
228,Data Summarization,taxonomy:48c480cf-106f-4e3b-b37e-d7aba6d881db
228,Product Pricing Strategy,taxonomy:dd769113-880e-4026-8c25-486f2b0ab4f1
359,Convolutional Neural Networks,taxonomy:3a5361e5-405d-48eb-a76b-1222ce4b1501
359,Image Classification,taxonomy:4f65fca2-6442-4c7d-b039-a5c2beecc1c9
359,Object Detection,taxonomy:5a573399-6ecd-4d51-af82-93d97ac2c9e0
359,Deep Learning,taxonomy:f4834521-b707-466a-b837-a2c04ac0018c
359,Feature Extraction,taxonomy:461c1db8-617a-4412-8b23-1f39061e97ab
359,Training Neural Networks,taxonomy:b0302509-7bc0-4b51-b47a-fbd3bc3a320f
359,TensorFlow,taxonomy:3323e215-2684-4b8d-84d2-ceffcd5e7f3c
303,Tableau Storypoint,taxonomy:abdfa7ac-a5e6-40bd-a17b-6bce713d1e2a
303,Data Storytelling,taxonomy:cc8ba3b6-c5f7-451b-82d5-6356cf12f158
303,Tableau Visualizations,taxonomy:b1523cbb-b03a-4308-a969-09346b5bd3cc
303,Business Intelligence,taxonomy:3182ea40-cf82-4916-9d56-6002c6f9054d
303,Explanatory Data Visualization,taxonomy:96f8a41b-8b08-4e9b-8389-5eee0a5e269d
401,Training Neural Networks,taxonomy:b0302509-7bc0-4b51-b47a-fbd3bc3a320f
401,Image Classification,taxonomy:4f65fca2-6442-4c7d-b039-a5c2beecc1c9
401,Data Augmentation,taxonomy:5640163f-b50e-4904-930c-a90494ec425d
401,Convolutional Neural Networks,taxonomy:3a5361e5-405d-48eb-a76b-1222ce4b1501
401,PyTorch,taxonomy:c2b375c6-2b2f-4159-8b82-ce564d45ca48
401,Image Pre-Processing,taxonomy:3d2a4a60-57c7-43de-88c7-66c0a567fc74
401,Model Evaluation,taxonomy:1589e6c2-9dcc-42ed-bddb-76bda97fdc21
2045,Android Development Basics,taxonomy:8792dcb6-0124-4106-9453-69c05cb309da
2045,Android UI Development,taxonomy:aba01f30-7a0b-4442-9a45-58f927ae549a
2045,RecyclerView,taxonomy:a8cab1c7-5961-4f4c-a55d-0a8efeab7b9e
2045,Event-Driven Programming,taxonomy:5cf75413-b8b9-49e0-88fd-a861971be63f
2045,Java Proficiency,taxonomy:d8052400-38ca-4771-ab84-cf6dd75d3741
2045,Coding Best Practices,taxonomy:28b37f0e-a010-4da4-a9c2-27e567a2cdb8
329,Data Wrangling,taxonomy:ab0c1635-2aaf-4167-bff2-1d825a30f30d
329,Data Cleaning,taxonomy:9987cca4-48a2-416e-8c72-4c5a992ef174
329,Data Transformation,taxonomy:21fecc35-32f8-4c61-a001-8f56edbb5e51
329,Data Manipulation,taxonomy:3b0d8825-c2f8-4ebb-b068-a3d01a42d17f
329,Data Analysis Process,taxonomy:d016d8f9-4f43-4bb9-a4c2-ad967c2fe414
329,Exploratory Data Analysis,taxonomy:72155ac5-3dab-4df6-9120-ca634748a68c
329,Pandas,taxonomy:fe93853f-6656-45b8-9d7f-20f201cafbfa
526,Blockchain,taxonomy:341aea33-5962-41ca-9ac8-3f66b4884149
526,Dapps,taxonomy:4b3b4b27-f1f2-4166-a095-1b49b8b874ac
526,Ethereum,taxonomy:7f84bdd1-562e-4421-a6b1-7b72afe2c42d
526,Smart Contracts,taxonomy:25a77755-dbd1-4bf8-adb9-cbb5973e7398
526,Solidity,taxonomy:6a159831-a102-4bb3-9294-46d3d574aed5
835,Model Deployment,taxonomy:08acf327-12ea-4627-84d6-67028564667f
835,FastAPI,taxonomy:110d8b14-4e99-4172-b43e-78784ba6c734
835,API Development,taxonomy:6d54442c-f369-478e-9acc-f9f7e9d57181
835,Machine Learning Model Implementation,taxonomy:4e7616e9-fd25-463b-8c0c-77c32cff9732
835,Python Proficiency,taxonomy:3b4916bd-a3a1-46e5-96ca-622f7f89f0a9
835,Docker,taxonomy:7458e3c3-8c2a-4dab-9dca-33087f5fbf45
835,REST APIs,taxonomy:b003c9b7-2ef7-4dbc-a6e0-4dd2668fd88f
767,Web Development,taxonomy:613860ab-e523-43c1-a440-f2ec9a463b6d
767,Web Forms,taxonomy:586b017a-61d6-413a-b62e-c5a9d841599e
767,Database Design,taxonomy:57784d55-69e4-4792-81a8-7d1db241112c
767,Application Development Best Practices,taxonomy:6ba2b673-1d37-4233-ab96-ef9ac61d6a18
767,Application Authentication,taxonomy:44993f10-10c0-45cf-b6b5-99f25fd1f481
767,Responsive App Design,taxonomy:9a024220-a4d7-4252-b9f2-a1b9c0f4a350
767,Software Testing,taxonomy:69cd3361-ea97-40bc-abc4-3a57c0dc4039
1996,NLP Transformers,taxonomy:207e3904-e269-4312-a5c3-c8ad294c4e74
1996,Recurrent Neural Networks,taxonomy:f9b16601-2200-4f29-9c4a-e286cbd31960
1996,Transformer Neural Networks,taxonomy:73869043-af4b-441d-9562-178e716bd58c
1996,Attention Mechanisms,taxonomy:32ab011e-4042-4bdc-9987-47ae04194294
1996,Deep Learning,taxonomy:f4834521-b707-466a-b837-a2c04ac0018c
1996,Long-Short Term Memory Networks,taxonomy:38ca9aa1-6416-435e-bece-d6874550f49b
1996,Training Neural Networks,taxonomy:b0302509-7bc0-4b51-b47a-fbd3bc3a320f
832,Application Security Best Practices,taxonomy:ac755c03-9920-46c6-ae42-2d8236bf8996
832,Vulnerability Assessment,taxonomy:c1d59c1b-494a-48bc-84d3-176b213b1e41
832,OWASP Top-10,taxonomy:b659a090-bf91-426f-8978-28ab45668278
832,Web Application Vulnerability Scanning,taxonomy:682d9d37-0ee7-481b-a0dc-5bd113c35500
832,Security Risk Mitigation,taxonomy:ff785e3a-565a-4d27-a5ec-04c67eb44b78
832,Security Auditing,taxonomy:3e42775c-82cd-438a-80b6-c745dc1018d2
832,OWASP WSTG,taxonomy:0699684b-1f5c-4e37-b354-7a7915f63f24
588,Market Research,taxonomy:f9ea5e95-bf3d-45a3-b020-decdc3db1526
588,Competitive Analysis,taxonomy:a9ef3bd0-4aba-4ece-9681-1185406a1c31
588,Marketing Strategy,taxonomy:6f2214ac-fc5b-420c-a1fc-39c697e8b10f
588,Product Development Cycle,taxonomy:294ce55d-c35b-4140-b6ae-e960f1b9b18b
588,Project Management,taxonomy:d56806ee-27f1-4124-9337-c982733d816f
588,Stakeholder Engagement,taxonomy:0bd92694-4854-4193-ad15-cf74403c05e9
588,Data Visualization,taxonomy:a1721587-9a5c-4da0-8f56-42cfe2209997
827,Machine Learning Pipeline Creation,taxonomy:ca178166-cc23-445b-9ed5-91dddc5f2a44
827,Model Performance Metrics,taxonomy:affa4f03-8600-4f39-85d1-2c9731e6b2b4
827,Customer Churn Rate,taxonomy:ec626d1f-cbf3-40c2-96a6-83961c9744f4
827,Coding Best Practices,taxonomy:28b37f0e-a010-4da4-a9c2-27e567a2cdb8
827,Predictive Analytics,taxonomy:bd647c21-2742-41f2-a30a-296cfc69b20b
827,Data Cleaning,taxonomy:9987cca4-48a2-416e-8c72-4c5a992ef174
394,SLAM,taxonomy:02771c20-72e5-4cba-b81c-3f8e47f41b14
394,Robot Navigation,taxonomy:feaaa3ff-9335-476c-8eeb-1dd8a96fcae2
394,Environment Mapping,taxonomy:75ae5f58-493e-473e-9393-a85e5610fbe1
394,Sensor Fusion,taxonomy:059c9bac-0049-4d46-8510-a407f1022aa2
394,Robot Motion Planning,taxonomy:998805d6-d914-48ef-a354-b5218802b94c
394,3D Search Space Representation,taxonomy:9d6d60ff-f8f4-4f80-8280-5b505de0c6a8
394,Occupancy Grid Mapping Algorithm,taxonomy:d06f067c-848b-4ce4-8cd3-e0c4331322fb
612,Dataset Annotation,taxonomy:df8e168f-a83d-467c-b398-5ae6550c853c
612,Image Segmentation,taxonomy:b475ddb5-0d66-4b16-99a6-de0efc85044e
612,Semantic Image Segmentation,taxonomy:11e0c1a3-b16a-4e08-8dd6-537a2f799d57
612,Medical Imaging Data Formats,taxonomy:877bc2b4-d55d-4390-bbe8-aad0e25ca7d0
612,AI in Medical Imaging,taxonomy:6e87db5a-8b6d-4be6-83d9-af41d5b3e08b
612,Deep Learning,taxonomy:f4834521-b707-466a-b837-a2c04ac0018c
612,Convolutional Neural Networks,taxonomy:3a5361e5-405d-48eb-a76b-1222ce4b1501
1871,Social Media Marketing,taxonomy:8eaadf4f-247d-4ea9-9326-98386b7a6065
1871,Social Media Content,taxonomy:2d2bf50c-ccd1-4158-bd2e-3233ff649b93
1871,Social Media Advertising,taxonomy:8eaadf4f-247d-4ea9-9326-98386b7a6065
1871,Social Media Marketing Platforms,taxonomy:f0d1b0f5-92a6-49ba-9e14-6ad2babaa771
1871,Social Media Marketing Metrics,taxonomy:62dd2d06-4217-4199-bc22-7ee81a2a28f1
1871,Content Marketing Strategy,taxonomy:6f2214ac-fc5b-420c-a1fc-39c697e8b10f
1871,Marketing Analytics,taxonomy:1ef185b4-6d58-4205-a8a9-f9b8117b4de0
1978,Deep Learning,taxonomy:f4834521-b707-466a-b837-a2c04ac0018c
1978,Neural Networks,taxonomy:2a0d08d5-cf5a-4281-ad3e-f5ae4aa4fbc4
1978,Python for Data Science,taxonomy:5c21de8f-f1c6-4ccf-8b1a-2ade1dac1328
1978,Python Data Analysis Libraries,taxonomy:9bc7094f-33ed-4a60-850f-b3afaf5da9ca
1978,Accelerometers,taxonomy:9c7f4a47-dc4a-4c94-9751-4db8468171a9
1978,Gyroscopes,taxonomy:e8bd1588-61dd-4c17-ac9f-da6f796626af
1978,Sensors,taxonomy:0f5b475f-6f2d-47e2-9281-6836e56883e8
619,Flask,taxonomy:7bab849c-6419-41cc-9c78-8cea1be5d1d1
619,Kubernetes,taxonomy:f6699c67-c7d9-4271-b610-91092caad112
619,Amazon Elastic Kubernetes Service,taxonomy:f6699c67-c7d9-4271-b610-91092caad112
619,Containerization Proficiency,taxonomy:3186bdcd-550f-41ca-9185-512b1f694a4f
619,Deployment Automation,taxonomy:9da7cd05-f074-4f55-8fdc-3a731a2b0c3b
619,Cloud Provisioning,taxonomy:2865f8bf-c91c-43ae-9b8d-ccb76c393c1a
619,Docker,taxonomy:7458e3c3-8c2a-4dab-9dca-33087f5fbf45
631,C++ Proficiency,taxonomy:a0777153-e245-444d-ac7c-e121061a318b
631,Memory Management in C++,taxonomy:90b41bd1-50c0-4fdd-9bf6-e7624cbad591
631,Object-Oriented Programming Proficiency,taxonomy:503fb598-b24b-48d5-8a10-e39fb5fb0542
631,Dynamic Memory Allocation,taxonomy:79e949b8-29dc-4fa7-88bd-8098ee60758e
631,RAII,taxonomy:ad553356-5ddc-4bf7-9e15-6f429b7d9412
631,Threading,taxonomy:ac704266-fc2b-4197-9ca4-a11eeb1f0cf5
631,Code Debugging,taxonomy:85edad12-f3ca-4043-8a11-b2c1ae8fe479
1879,Image Generation,taxonomy:d0101da9-2e38-4f2e-aa66-8b5f6e2c293b
1879,Generative Adversarial Networks,taxonomy:f502e7f4-12cd-4d5a-9deb-cfafded62baf
1879,Deep Learning,taxonomy:f4834521-b707-466a-b837-a2c04ac0018c
1879,Face Detection,taxonomy:bc25decd-5186-4977-8359-8ca323545ace
1879,Training Neural Networks,taxonomy:b0302509-7bc0-4b51-b47a-fbd3bc3a320f
1879,Image Pre-Processing,taxonomy:3d2a4a60-57c7-43de-88c7-66c0a567fc74
420,Backtracking Search,taxonomy:b8b4794a-1232-4aef-ad65-87ef819f24a2
420,Constraint Satisfaction Problems,taxonomy:37749b3d-b518-4d3e-8d67-b30caabef506
420,Algorithmic Problem Solving,taxonomy:a1054b53-c6d1-497c-89e9-1f1344985fc8
420,Search Algorithms,taxonomy:ece176fa-7b56-46a2-8139-49cc164aa233
420,Python Proficiency,taxonomy:3b4916bd-a3a1-46e5-96ca-622f7f89f0a9
420,Logical Reasoning,taxonomy:9a055ccb-c615-4928-ad55-8fe0f87c2d6b
1909,Control Algorithms,taxonomy:2fb9c28f-f210-46c7-9a4a-683a76ed8c09
1909,Event-Driven Programming,taxonomy:5cf75413-b8b9-49e0-88fd-a861971be63f
1909,Autonomous Systems Awareness,taxonomy:5ed46352-9a15-4f6c-9b12-b46fa4913de5
1909,Optimization Algorithms,taxonomy:d9c05a5a-93c4-4993-802d-9418a1e3c050
1909,Control Systems,taxonomy:02a91597-8c43-4926-9d64-02fda6ffec89
1977,Cloud Architecture Proficiency,taxonomy:e8232926-b456-46b8-a0fc-0387e691b389
1977,Data Warehouse Architecture,taxonomy:9d1657d7-db76-4bfb-a1d3-d931d403414e
1977,Data Warehousing,taxonomy:39410bd4-5b5a-4a23-9cc4-396a2960751e
1977,AWS Data Warehouse,taxonomy:057e6fce-eea6-48f7-83eb-709be08c8aec
1977,Google Cloud BigQuery,taxonomy:45dada0f-51d8-4c53-a868-0d3af56ac571
1977,Data Warehouse Management,taxonomy:e0c3b1be-1254-4611-b9ae-79ef07ed0b07
1977,Cloud Computing Fluency,taxonomy:85cf2523-7ecf-4242-b37b-13dc34622ece
831,Application Security Best Practices,taxonomy:ac755c03-9920-46c6-ae42-2d8236bf8996
831,Web Application Vulnerability Scanning,taxonomy:682d9d37-0ee7-481b-a0dc-5bd113c35500
831,OWASP Top-10,taxonomy:b659a090-bf91-426f-8978-28ab45668278
831,Penetration Testing,taxonomy:111fc146-e5d2-4de9-ae79-aed36eeadecf
